128,2000,1.000000,0.968994,0.917617,0.820552,0.508764,0.474962,0.452367,0.407607,0.321492,0.301702,0.268281,0.274000,0.242727,0.230325
128,4000,1.000000,0.958165,0.934600,0.872639,0.506922,0.465846,0.446033,0.427116,0.323145,0.309524,0.281538,0.273691,0.242136,0.229267
128,8000,1.000000,0.959896,0.921764,0.896742,0.504767,0.456117,0.436601,0.447892,0.308059,0.301702,0.285136,0.290371,0.240500,0.228780
256,2000,1.000000,0.965288,0.895810,0.827150,0.524742,0.495994,0.484478,0.495752,0.330824,0.320868,0.310647,0.294856,0.244108,0.240236
256,4000,1.000000,0.965157,0.898920,0.846015,0.518733,0.489916,0.476327,0.478805,0.327230,0.318265,0.308632,0.303133,0.240093,0.237730
256,8000,1.000000,0.964418,0.906076,0.858508,0.511190,0.482105,0.476219,0.481938,0.327376,0.314613,0.308282,0.305743,0.239813,0.236062
