128,2000,1.000000,1.937988,2.752851,3.282206,2.543822,2.849771,3.166565,3.260853,2.893428,3.017016,2.951087,3.288003,3.155448,3.224545
128,4000,1.000000,1.916330,2.803801,3.490556,2.534611,2.795075,3.122232,3.416928,2.908301,3.095235,3.096920,3.284293,3.147768,3.209744
128,8000,1.000000,1.919792,2.765292,3.586966,2.523836,2.736703,3.056210,3.583133,2.772533,3.017021,3.136498,3.484455,3.126505,3.202913
256,2000,1.000000,1.930576,2.687429,3.308598,2.623710,2.975963,3.391346,3.966017,2.977415,3.208684,3.417120,3.538270,3.173403,3.363307
256,4000,1.000000,1.930314,2.696759,3.384062,2.593665,2.939493,3.334292,3.830440,2.945069,3.182652,3.394951,3.637597,3.121212,3.328224
256,8000,1.000000,1.928835,2.718229,3.434034,2.555948,2.892631,3.333533,3.855505,2.946386,3.146135,3.391104,3.668917,3.117573,3.304865
